id,date,value,method,abc6,abc6Value,abc9,abc9Value,abc12,abc12Value,xyz6,xyz9,xyz12
Hotel Sheets Direct,2022-12-01,30141,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-01-01,26343,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-02-01,20490,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-03-01,16791,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-04-01,17733,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-05-01,12704,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-06-01,21039,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-07-01,25940,iCUE1,C,130686,C,175112,B,205283,x,x,y
Hotel Sheets Direct,2023-08-01,25174,iCUE1,C,130686,C,175112,B,205283,x,x,y
Big Red House,2019-02-01,4996,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-03-01,5981,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-04-01,3471,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-05-01,5025,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-06-01,6290,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-07-01,7264,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-08-01,6504,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-09-01,6064,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-10-01,6885,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-11-01,10107,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2019-12-01,15261,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-01-01,6561,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-02-01,6523,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-03-01,6756,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-04-01,10194,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-05-01,14236,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-06-01,5269,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-07-01,14059,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-08-01,14763,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-09-01,13207,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-10-01,17148,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-11-01,16859,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2020-12-01,33172,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-01-01,20463,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-02-01,16296,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-03-01,19785,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-04-01,16590,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-05-01,13533,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-06-01,11577,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-07-01,11278,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-08-01,11840,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-09-01,10365,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-10-01,12536,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-11-01,26714,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2021-12-01,38692,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-01-01,19957,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-02-01,11633,,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-03-01,14817,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-04-01,14500,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-05-01,15194,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-06-01,11105,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-07-01,15279,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-08-01,15779,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-09-01,14583,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-10-01,16872,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-11-01,20108,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2022-12-01,33057,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-01-01,18480,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-02-01,15653,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-03-01,16936,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-04-01,16329,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-05-01,16889,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-06-01,12203,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-07-01,16620,iCUE1,C,119897,C,154592,C,204500,y,y,y
Big Red House,2023-08-01,17010,iCUE1,C,119897,C,154592,C,204500,y,y,y
Beard King,2019-02-01,791,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-03-01,2796,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-04-01,2140,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-05-01,2258,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-06-01,3598,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-07-01,2169,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-08-01,1794,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-09-01,1440,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-10-01,1607,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-11-01,6772,,C,145672,C,176155,C,198098,z,z,z
Beard King,2019-12-01,18347,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-01-01,2129,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-02-01,2745,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-03-01,1603,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-04-01,4088,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-05-01,6318,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-06-01,4491,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-07-01,3200,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-08-01,4478,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-09-01,2627,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-10-01,4171,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-11-01,13573,,C,145672,C,176155,C,198098,z,z,z
Beard King,2020-12-01,13402,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-01-01,3762,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-02-01,4672,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-03-01,5455,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-04-01,7691,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-05-01,8797,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-06-01,16666,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-07-01,7001,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-08-01,6816,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-09-01,6851,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-10-01,9066,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-11-01,48480,,C,145672,C,176155,C,198098,z,z,z
Beard King,2021-12-01,58269,,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-01-01,9137,,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-02-01,13869,,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-03-01,8111,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-04-01,12691,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-05-01,16006,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-06-01,19664,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-07-01,11582,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-08-01,12317,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-09-01,10901,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-10-01,15403,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-11-01,37609,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2022-12-01,51867,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-01-01,15785,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-02-01,18202,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-03-01,9195,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-04-01,14189,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-05-01,17679,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-06-01,21488,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-07-01,12536,iCUE1,C,145672,C,176155,C,198098,z,z,z
Beard King,2023-08-01,13220,iCUE1,C,145672,C,176155,C,198098,z,z,z
KK Music,2019-02-01,12443,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-03-01,12229,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-04-01,9492,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-05-01,9294,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-06-01,8553,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-07-01,9799,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-08-01,20732,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-09-01,32061,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-10-01,18745,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-11-01,19954,,C,111247,C,156557,C,197745,y,y,y
KK Music,2019-12-01,43632,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-01-01,13156,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-02-01,12053,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-03-01,11283,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-04-01,13888,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-05-01,13819,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-06-01,10411,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-07-01,10967,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-08-01,16433,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-09-01,24182,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-10-01,17932,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-11-01,23010,,C,111247,C,156557,C,197745,y,y,y
KK Music,2020-12-01,41697,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-01-01,16251,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-02-01,11838,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-03-01,14106,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-04-01,12346,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-05-01,14736,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-06-01,13406,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-07-01,10309,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-08-01,21595,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-09-01,27201,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-10-01,19863,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-11-01,30041,,C,111247,C,156557,C,197745,y,y,y
KK Music,2021-12-01,17135,,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-01-01,8326,,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-02-01,8681,,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-03-01,11468,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-04-01,11191,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-05-01,12241,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-06-01,10164,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-07-01,9335,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-08-01,16737,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-09-01,24420,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-10-01,16730,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-11-01,20331,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2022-12-01,25954,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-01-01,12669,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-02-01,10343,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-03-01,11496,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-04-01,11215,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-05-01,12265,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-06-01,10183,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-07-01,9350,iCUE1,C,111247,C,156557,C,197745,y,y,y
KK Music,2023-08-01,16761,iCUE1,C,111247,C,156557,C,197745,y,y,y
Otis,2019-02-01,8361,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-03-01,9639,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-04-01,8602,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-05-01,6782,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-06-01,9379,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-07-01,10032,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-08-01,11406,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-09-01,12423,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-10-01,11447,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-11-01,15169,,C,94838,C,138134,C,189467,y,y,x
Otis,2019-12-01,22649,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-01-01,15510,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-02-01,13647,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-03-01,10880,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-04-01,8728,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-05-01,19020,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-06-01,24055,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-07-01,13512,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-08-01,16359,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-09-01,12273,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-10-01,11782,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-11-01,22229,,C,94838,C,138134,C,189467,y,y,x
Otis,2020-12-01,24582,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-01-01,8951,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-02-01,12122,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-03-01,14149,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-04-01,16752,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-05-01,20432,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-06-01,18265,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-07-01,12527,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-08-01,12504,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-09-01,11857,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-10-01,11842,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-11-01,21530,,C,94838,C,138134,C,189467,y,y,x
Otis,2021-12-01,25225,,C,94838,C,138134,C,189467,y,y,x
Otis,2022-01-01,12741,,C,94838,C,138134,C,189467,y,y,x
Otis,2022-02-01,11643,,C,94838,C,138134,C,189467,y,y,x
Otis,2022-03-01,13162,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-04-01,13819,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-05-01,15547,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-06-01,16513,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-07-01,13786,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-08-01,15359,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-09-01,13379,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-10-01,12884,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-11-01,20219,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2022-12-01,26784,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-01-01,14983,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-02-01,13650,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-03-01,13866,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-04-01,14478,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-05-01,16211,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-06-01,17144,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-07-01,14257,iCUE1,C,94838,C,138134,C,189467,y,y,x
Otis,2023-08-01,15829,iCUE1,C,94838,C,138134,C,189467,y,y,x
Papercode,2019-02-01,6658,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-03-01,5595,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-04-01,4800,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-05-01,5119,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-06-01,5152,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-07-01,4897,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-08-01,6972,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-09-01,5327,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-10-01,5121,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-11-01,6877,,C,60747,C,131527,C,187301,x,y,y
Papercode,2019-12-01,13143,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-01-01,13192,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-02-01,7333,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-03-01,4784,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-04-01,5347,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-05-01,9599,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-06-01,9597,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-07-01,9321,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-08-01,14405,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-09-01,14934,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-10-01,16650,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-11-01,18869,,C,60747,C,131527,C,187301,x,y,y
Papercode,2020-12-01,19513,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-01-01,15798,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-02-01,14917,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-03-01,18774,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-04-01,17518,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-05-01,19482,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-06-01,20564,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-07-01,17876,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-08-01,32340,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-09-01,11723,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-10-01,7383,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-11-01,9809,,C,60747,C,131527,C,187301,x,y,y
Papercode,2021-12-01,14260,,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-01-01,9731,,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-02-01,7841,,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-03-01,10529,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-04-01,10514,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-05-01,11407,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-06-01,11626,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-07-01,11682,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-08-01,14427,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-09-01,11945,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-10-01,11718,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-11-01,12401,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2022-12-01,15450,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-01-01,13061,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-02-01,11427,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-03-01,12313,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-04-01,12080,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-05-01,12905,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-06-01,12976,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-07-01,12883,iCUE1,C,60747,C,131527,C,187301,x,y,y
Papercode,2023-08-01,15743,iCUE1,C,60747,C,131527,C,187301,x,y,y
Wundermax,2019-02-01,7239,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-03-01,8910,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-04-01,8467,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-05-01,10036,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-06-01,9228,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-07-01,10586,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-08-01,14966,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-09-01,11064,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-10-01,8826,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-11-01,8687,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2019-12-01,8541,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-01-01,10671,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-02-01,10045,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-03-01,12051,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-04-01,11329,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-05-01,9926,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-06-01,15454,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-07-01,12223,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-08-01,7116,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-09-01,8997,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-10-01,8118,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-11-01,7455,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2020-12-01,10911,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-01-01,13271,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-02-01,11573,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-03-01,14031,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-04-01,18427,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-05-01,17644,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-06-01,19670,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-07-01,14926,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-08-01,10495,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-09-01,10778,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-10-01,13592,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-11-01,16821,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2021-12-01,17868,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-01-01,17219,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-02-01,14951,,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-03-01,17196,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-04-01,17569,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-05-01,17659,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-06-01,19433,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-07-01,18040,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-08-01,17521,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-09-01,16072,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-10-01,16902,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-11-01,17928,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2022-12-01,18322,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-01-01,19439,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-02-01,17964,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-03-01,18377,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-04-01,18645,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-05-01,18624,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-06-01,20382,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-07-01,18827,iCUE1,C,91229,C,136320,C,186422,x,x,x
Wundermax,2023-08-01,18204,iCUE1,C,91229,C,136320,C,186422,x,x,x
ComfortTac,2019-02-01,9537,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-03-01,9672,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-04-01,9502,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-05-01,8775,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-06-01,9023,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-07-01,8311,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-08-01,14201,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-09-01,9269,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-10-01,8335,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-11-01,8729,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2019-12-01,13486,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2020-01-01,15522,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2020-02-01,13675,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2020-03-01,16119,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2020-04-01,7608,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2020-05-01,11644,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2020-06-01,36723,,C,84614,C,126908,C,186108,x,x,x
ComfortTac,2020-07-01,33332,,C,84614,C,126908,C,186108,x,x,x
